,intercept,slope,Belgium,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Latvia,Lithuania,Luxembourg,Malta,Netherlands,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,mean,std
0,51.49264070246167,-0.02534321028117881,0.8424716479666455,-1.2691509399421927,-1.2048812615336746,-1.3795910056954943,-0.856628573511053,1.909786365400109,-0.8902120554634176,0.2667724480187268,0.22277416761104418,-0.03166510179227933,-0.9882232807490057,-0.9072213500073337,-0.3665683325948377,-0.36025293596114194,-1.0859228335474864,-1.1988583364417855,0.15811841305237895,-0.6810311285031162,0.11125987754299138,-1.1580278691346355,-0.8019158227517567,-1.406115054383776,-1.3604195475611514,-0.650616488273353,-0.9259974743929045,2.5081728537164714,2631.5334814814814,1944.3487156161814
